#,都道府県ID,都道府県,所在地,マンション名,管理組合名,管理組合設立予定年月,組合ホームページ,敷地面積,敷地権利形態,建築面積 ／ 延べ面積,専有部分の構成,専有部分の合計床面積,建物構造／階数,新築年月日,集会室,管理事務室,昇降機,敷地内駐車場,自転車／バイク置場等,ブロードバンド対応,TV共同視聴設備,防犯カメラ,オートロック,宅配ロッカー,地震対策,断熱対策,バリアフリー,住宅性能評価書（設計時）,住宅性能評価書（建設時）,既存住宅性能評価書,売主,設計者,工事管理者,施工業者
368,25,滋賀県,滋賀県大津市におの浜2丁目2番,ルネ大津団地,ルネ大津団地管理組合法人 るねおおつだんちかんりくみあいほうじん,－,－,12159.92 ㎡,所有権,27523.58 ㎡ ／ 33099.22 ㎡,３棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
369,26,京都府,京都府京都市伏見区桃山町松平筑前1-40,エルシティ桃山御陵,エルシティ桃山御陵管理組合 えるしてぃももやまごりょうかんりくみあい,－,－,2716.59 ㎡,所有権,1892.53 ㎡ ／ 7731.05 ㎡,住宅：８０ 戸 ／ 非住宅：－,住宅： 5554.67 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階,1995年9月1日,あり,あり,１基,平置式：４４台,自転車：８０台／バイク：２０台,VDSL方式,CATV、BS、地上波デジタル,－,－,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,－,－,近畿土地株式会社,株式会社二葉設計事務所,－,株式会社藤井組
370,26,京都府,京都府京都市伏見区小栗栖山口町62番地2,クレステージ桃山,クレステージ桃山管理組合 くれすてーじももやまかんりくみあい,管理組合の自己紹介を見る,－,3895.15 ㎡,所有権,1832.25 ㎡ ／ 8281.77 ㎡,住宅：１０６ 戸 ／ 非住宅：０ 区画,住宅： 7419.37 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階,2003年5月31日,あり,あり,２基,平置式：４台、機械式：７２台,自転車：１１０台／バイク：３２台,構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,制震構造,外壁（外断熱）、開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,－,－,－,株式会社シスコ、株式会社泰明ハウジング,(有)摯建築事務所,(有)摯建築事務所,太平工業㈱
371,26,京都府,京都府京都市下京区西七条東久保町55番地2,コスモシティ梅小路公園,コスモシティ梅小路公園管理組合 こすもしてぃうめこうじこうえんかんりくみあい,－,－,7569.87 ㎡,所有権,3721.97 ㎡ ／ 17169.08 ㎡,住宅：１８９ 戸 ／ 非住宅：０ 区画,住宅： 11410.55 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上７階 、地下１階,2003年4月10日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
372,26,京都府,京都府長岡京市神足木寺町3-1,シャルマンコーポ神足,シャルマンコーポ神足管理組合 しゃるまんこーぽこうたりかんりくみあい,管理組合の自己紹介を見る,－,6763.86 ㎡,所有権,1382.06 ㎡ ／ 13471.92 ㎡,住宅：１７０ 戸 ／ 非住宅：－,住宅： 11673.06 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 鉄骨鉄筋コンクリート／ 地上１１階,1981年8月1日,あり,あり,２基,平置式：６７台,バイク：４１台,VDSL方式、CATV方式,CATV、BS、地上波デジタル,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,東レ・エンジニアリング株式会社,株式会社総合デザイン一級建築事務所,－,東レ・エンジニアリング株式会社
373,26,京都府,京都府京都市中京区室町通六角下る鯉山町509番地1,デュオヒルズ京都室町通鯉山町,デュオヒルズ京都室町通鯉山町管理組合 でゅおひるずきょうとむろまちどおりこいやまちょうかんりくみあい,－,－,376 ㎡,所有権,249.13 ㎡ ／ 1344.58 ㎡,住宅：１７ 戸 ／ 非住宅：１ 区画,住宅： 924.97 ㎡ ／ 非住宅： 117.46 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上５階,2017年1月10日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
374,26,京都府,京都府京都市左京区上高野西氷室町19,パーク・ハイム宝ヶ池 銀杏館,パーク・ハイム宝ヶ池 銀杏館管理組合 ぱーく・はいむたからがいけいちょうかんかんりくみあい,－,－,5480.59 ㎡,所有権,2576.03 ㎡ ／ 12638.89 ㎡,住宅：１０６ 戸 ／ 非住宅：１ 区画,住宅：－ ／ 非住宅：－,鉄筋コンクリート／ 地上７階 、地下１階,1991年9月26日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
375,26,京都府,京都府乙訓郡大山崎町字円明寺小字殿山1-112,円明寺が丘北第２住宅団地,円明寺が丘北第２住宅団地管理組合 えんみょうじがおかきただいにじゅうたくだんちかんりくみあい,管理組合の自己紹介を見る,－,4176 ㎡,所有権,757.48 ㎡ ／ 2926.08 ㎡,２棟 住宅：４８ 戸 ／ 非住宅：－,,,,なし,なし,,平置式：２９台,自転車：６１台／バイク：１６台,なし,BS,なし,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,棟別建築概要を見る,,,
376,26,京都府,京都府京都市上京区中立売通室町西入三丁町471,室町スカイハイツ,室町スカイハイツ管理組合 むろまちすかいはいつかんりくみあい,管理組合の自己紹介を見る,－,2225.37 ㎡,所有権,1307.92 ㎡ ／ 7635.39 ㎡,住宅：９７ 戸 ／ 非住宅：－,住宅： 6188.1 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,1973年3月30日,あり,あり,２基,平置式：１８台,自転車：１１１台／バイク：１４台,VDSL方式,CS、BS、地上波デジタル,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,株式会社長谷工不動産,株式会社長谷川工務店,株式会社長谷川工務店,株式会社長谷川工務店
377,27,大阪府,大阪府堺市北区新金岡町2-5-8,ア・デイ新金岡,ア・デイ新金岡管理組合 あ・でいしんかなおかかんりくみあい,－,－,3209.18 ㎡,所有権,1210.6 ㎡ ／ 7210.17 ㎡,住宅：７０ 戸 ／ 非住宅：０ 区画,住宅： 5752.71 ㎡ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上１５階 、地下１階,2005年9月28日,あり,あり,２基,平置式：３台、機械式：６９台,自転車：１４６台／バイク：１５台,FTTH方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,あり,－,大和ハウス工業株式会社、関電不動産株式会社,東洋建設株式会社 設計部,－,東洋建設株式会社
378,27,大阪府,大阪府大阪市住吉区苅田2丁目9-41,エクシオ長居公園,エクシオ長居公園管理組合 えくしおながいこうえんかんりくみあい,－,－,819.42 ㎡,所有権,298.43 ㎡ ／ 1662.75 ㎡,住宅：２４ 戸 ／ 非住宅：－,住宅： 1507.2 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階,1993年9月17日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
379,27,大阪府,大阪府大阪市東淀川区東淡路1-5,エバーグリーン淀川,エバーグリーン淀川地上館管理組合 えばーぐりーんよどがわちじょうかんかんりくみあい,管理組合の自己紹介を見る,－,32677.89 ㎡,所有権,13794.66 ㎡ ／ 174501.28 ㎡,４棟 住宅：１４６４ 戸 ／ 非住宅：６ 区画,,,,あり,あり,,平置式：３７８台,自転車：１２００台／バイク：２２４台,VDSL方式,CATV、BS,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,－,－,－,棟別建築概要を見る,,,
380,27,大阪府,大阪府豊中市刀根山元町12-33,グランドール豊中・刀根山,グランドール豊中・刀根山管理組合 ぐらんどーるとよなか・とねやまかんりくみあい,－,－,1967.16 ㎡,所有権,866.28 ㎡ ／ 4431.25 ㎡,住宅：４３ 戸 ／ 非住宅：－,住宅：－ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階 、地下３階,1998年3月23日,あり,あり,１基,平置式：４台、機械式：２６台,自転車：４３台／バイク：６台,VDSL方式,CATV、CS、BS,なし,あり,あり,－,－,－,－,－,－,ニチメン株式会社,㈱コーキ設計、三井建設㈱,㈱コーキ設計、三井建設㈱,三井建設㈱
381,27,大阪府,大阪府貝塚市清児665-3,サンシティ貝塚,団地管理組合法人サンシティ貝塚 だんちかんりくみあいほうじんさんしてぃかいづか,－,－,41111.76 ㎡,所有権,－ ／ －,５棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
382,27,大阪府,大阪府大阪市北区南森町2-15-1,シティ・コーポ南森町,シティ・コーポ南森町管理組合 してぃ・こーぽみなみもりまちかんりくみあい,－,－,431.23 ㎡,所有権,347.91 ㎡ ／ 3647.28 ㎡,住宅：５２ 戸 ／ 非住宅：４ 区画,住宅： 3442.74 ㎡ ／ 非住宅： 204.54 ㎡ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１２階,1982年5月25日,なし,あり,１基,なし,自転車：３０台,VDSL方式,地上波デジタル,あり,あり,なし,－,－,－,－,－,－,共栄興業株式会社,宮部建設株式会社,宮部建設株式会社,宮部建設株式会社
383,27,大阪府,大阪府大阪市北区同心1-1-11,シルバーハイツ東寺町,シルバーハイツ東寺町管理組合 しるばーはいつひがしてらまちかんりくみあい,－,－,663.01 ㎡,所有権,418.62 ㎡ ／ 3570.85 ㎡,住宅：５５ 戸 ／ 非住宅：４ 区画,住宅：－ ／ 非住宅：－,鉄筋コンクリート／ 地上１０階,1976年2月25日,あり,あり,１基,平置式：１台,自転車：７５台／バイク：６台,VDSL方式,CATV、CS、BS、地上波デジタル,－,－,なし,－,－,－,－,－,－,近畿ビルディング株式会社,株式会社 小坂井組,－,－
384,27,大阪府,大阪府大阪市平野区加美西1丁目16番14,ディークラディア平野 加美,,2008年3月,http://www.daiwahouse.co.jp/mansion/,1738.33 ㎡,所有権,556.73 ㎡ ／ 4196.11 ㎡,住宅：４９ 戸 ／ 非住宅：－,住宅： 3294.66 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１１階,2008年2月10日,なし,あり,１基,平置式：50台,自転車：１０２台／バイク：１６台,構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）都市居住文化研究所,（株）都市居住文化研究所,真柄建設（株）,
385,27,大阪府,大阪府堺市西区東町6丁目602番地1,ディークラディア鳳,,2008年2月,http://www.daiwahouse.co.jp/mansion/,4550.03 ㎡,所有権,1861.85 ㎡ ／ 12076.01 ㎡,住宅：１１８ 戸 ／ 非住宅：－,住宅： 8703.84 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１４階,2007年12月20日,あり,あり,２基,平置式：18台、立体自走式：107台,自転車：３２２台／バイク：３９台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）都市建一級建築士事務所,（株）都市建一級建築士事務所,（株）鴻池組,
386,27,大阪府,大阪府豊中市新千里西町1丁目1番10,ディーグラフォート千里中央,,2008年2月,http://www.daiwahouse.co.jp/mansion/,10496.76 ㎡,所有権,7968.99 ㎡ ／ 80016.34 ㎡,住宅：５８７ 戸 ／ 非住宅：３ 区画,住宅： 47149.25 ㎡ ／ 非住宅： 10268.65 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上２０階 、地下２階,2007年11月30日,あり,あり,１０基,平置式：２９台、機械式：５５８台,自転車：１１１５台／バイク：７９台,構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,免震構造,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）アール・アイ・エー （株）竹中工務店大阪一級建築士事務所,（株）アール・アイ・エー,（株）竹中工務店,
387,27,大阪府,大阪府大阪市西区江戸堀1丁目6番17号,ディーグラフォート大阪N.Y.タワーHIGOBASHI,ディーグラフォート大阪N.Y.タワーHIGOBASHI管理組合 でぃーぐらふぉーとおおさかえぬわいたわーひごばしかんりくみあい,－,－,2136.82 ㎡,所有権,1270.14 ㎡ ／ 37282.13 ㎡,住宅：３２９ 戸 ／ 非住宅：２ 区画,住宅： 22502.64 ㎡ ／ 非住宅： 462.42 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上４６階 、地下１階,2008年10月15日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
388,27,大阪府,大阪府大阪市中央区内久宝寺町2丁目,ディーグランセ上町台ハイレジデンス,,2009年3月,http://www.daiwahouse.co.jp/mansion/,1567.86 ㎡,所有権,884.11 ㎡ ／ 16227.8 ㎡,住宅：１０１ 戸 ／ 非住宅：－,住宅： 9866.93 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上２８階 、地下１階,2009年2月28日,あり,あり,３基,平置式：2台、機械式：74台,自転車：２０２台／バイク：２１台,VDSL方式、構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,免震構造,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,(株)日建ハウジングシステム、(株)鴻池組 大阪本店一級建築士事務所,(株)日建ハウジングシステム、(株)鴻池組 大阪本店一級建築士事務所,(株)鴻池組,
389,27,大阪府,大阪府枚方市牧野下島町16-6,デュアル牧野,デュアル牧野管理組合 でゅあるまきのかんりくみあい,－,－,888.88 ㎡,所有権,570.65 ㎡ ／ 3332.3 ㎡,住宅：３６ 戸 ／ 非住宅：２ 区画,住宅： 2356.38 ㎡ ／ 非住宅： 119.79 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階,1996年1月23日,なし,あり,１基,平置式：６台、機械式：２８台,－,VDSL方式,BS,あり,あり,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,株式会社西森建設,株式会社スペースデザイン研究所,－,清水建設株式会社
390,27,大阪府,大阪府大阪市北区中津3-24-3,パークホームズ ノースゲートスクエア,パークホームズノースゲートスクエア管理組合 ぱーくほーむずのーすげーとすくえあかんりくみあい,－,－,5345.67 ㎡,所有権,2470.61 ㎡ ／ 25400.27 ㎡,住宅：２７７ 戸 ／ 非住宅：０ 区画,住宅： 19676.23 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１５階 、地下１階,2015年9月24日,あり,あり,３基,機械式：４台,自転車：５６１台／バイク：５９台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,三井不動産レジデンシャル株式会社,株式会社長谷工コミュニティ,株式会社長谷工コミュニティ,株式会社長谷工コミュニティ
391,27,大阪府,大阪府堺市堺区向陵東町3-8-1,ファミールハイツなかもず,ファミールハイツなかもず管理組合 ふぁみーるはいつなかもずかんりくみあい,管理組合の自己紹介を見る,－,11746.02 ㎡,所有権,2428.56 ㎡ ／ 39016.29 ㎡,住宅：３９８ 戸 ／ 非住宅：－,住宅： 29675.45 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上２０階 、地下１階,1996年7月31日,あり,あり,４基,平置式：２３台、機械式：２７６台,自転車：７４２台／バイク：３６台,VDSL方式、CATV方式,CATV、BS、地上波デジタル,あり,あり,なし,－,－,－,－,－,－,丸紅株式会社,株式会社都市建一級建築士事務所・株式会社竹中工務店,株式会社都市建一級建築士事務所・株式会社竹中工務店,株式会社竹中工務店
392,27,大阪府,大阪府大阪市住之江区新北島4-4-56,ファミリートーク新北島,ファミリートーク新北島管理組合法人 ふぁみりーとーくしんきたじまかんりくみあいほうじん,管理組合の自己紹介を見る,http://www.famito.jp/,9791.43 ㎡,所有権,2581.53 ㎡ ／ 18189.14 ㎡,住宅：２０５ 戸 ／ 非住宅：０ 区画,住宅： 15932.05 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１４階,1985年2月19日,あり,あり,３基,立体自走式：１５７台,自転車：４１２台／バイク：４１台,VDSL方式,CATV,あり,なし,なし,－,外壁（外断熱）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,－,大阪市住宅供給公社,大阪市住宅供給公社,戸田建設、阪急電気工事、三冷社
393,27,大阪府,大阪府茨木市南春日丘2丁目,プレミスト茨木春日丘,,2010年12月,http://www.daiwahouse.co.jp/mansion/,6885.82 ㎡,所有権,1223.4 ㎡ ／ 8714.13 ㎡,住宅：８８ 戸 ／ 非住宅：－,住宅： 7448.06 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１４階 、地下１階,2010年12月10日,あり,あり,２基,平置式：90台,自転車：２６４台／バイク：２５台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：（株）都市居住文化研究所、構造：ティーエムエッチ、フジモリ産業（株）,（株）都市居住文化研究所,（株）浅沼組,
394,27,大阪府,大阪府守口市梅園町9番1号,プレミスト守口梅園,,2009年9月,http://www.daiwahouse.co.jp/mansion/,6547.22 ㎡,所有権,3541.19 ㎡ ／ 18630.93 ㎡,住宅：１７９ 戸 ／ 非住宅：－,住宅： 13652.15 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１５階,2009年6月14日,あり,あり,３基,平置式：7台、立体自走式：180台,自転車：３３６台／バイク：３１台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,あり,あり,大和ハウス工業株式会社,意匠：（株）アーキ・フォルム設計事務所、構造：（株）山田建築構造事務所,（株）アーキ・フォルム設計事務所,大和ハウス工業（株）,
395,27,大阪府,大阪府東大阪市森河内西1丁目6番3,プレミスト東大阪 森河内,,2009年6月,http://www.daiwahouse.co.jp/mansion/,5412.53 ㎡,所有権,3448.82 ㎡ ／ 13661.71 ㎡,住宅：１４３ 戸 ／ 非住宅：－,住宅： 10437.6 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階,2009年6月28日,あり,あり,２基,平置式：14台、立体自走式：134台,自転車：３２８台／バイク：４４台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,あり,あり,大和ハウス工業株式会社,意匠：(株)現代綜合設計、構造：真柄建設(株)一級建築士事務所、(株)喜志,(株)現代綜合設計,真柄建設(株),
396,27,大阪府,大阪府吹田市佐竹台2丁目,プレミスト南千里,,2010年3月,http://www.daiwahouse.co.jp/mansion/,9452.83 ㎡,所有権,3879.68 ㎡ ／ 18544.61 ㎡,住宅：１７６ 戸 ／ 非住宅：１ 区画,住宅： 13398.79 ㎡ ／ 非住宅： 114.68 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１３階 、地下１階,2010年2月26日,あり,あり,３基,平置式：48台、立体自走式：131台,自転車：３５７台／バイク：３４台,構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,あり,あり,大和ハウス工業株式会社,意匠：（株）アール・アイ・エー、構造：（株）山田建築構造事務所,（株）アール・アイ・エー,（株）浅沼組・（株）紙谷工務店共同企業体,
397,27,大阪府,大阪府泉佐野市日根野,プレミスト日根野駅前ザ・フォルテージ,,2008年9月,http://www.daiwahouse.co.jp/mansion/,2143.54 ㎡,所有権,830.12 ㎡ ／ 9942.88 ㎡,住宅：１１７ 戸 ／ 非住宅：－,住宅： 8206.77 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１４階,2008年8月31日,あり,あり,２基,平置式：3台、機械式：114台,自転車：２００台／バイク：１２台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,(株)都市建一級建築士事務所,(株)都市建一級建築士事務所,(株)鴻池組,
398,27,大阪府,大阪府和泉市府中町6丁目,プレミスト和泉府中,,2008年9月,http://www.daiwahouse.co.jp/mansion/,12714.43 ㎡,所有権,5978.18 ㎡ ／ 33277.77 ㎡,住宅：３２３ 戸 ／ 非住宅：－,住宅： 23802.19 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１３階,2008年8月25日,あり,あり,５基,平置式：68台、立体自走式：309台,自転車：３２３台／バイク：１６台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,(株)長谷工コーポレーション大阪エンジニアリング事業部,(株)長谷工コーポレーション大阪エンジニアリング事業部,(株)長谷工コーポレーション,
399,27,大阪府,大阪府豊中市庄内西町4丁目1-3,プロパレス豊中庄内西町ヴァローレ,プロパレス豊中庄内西町ヴァローレ管理組合 ぷろぱれすとよなかしょうないにしまちう゛ぁろーれかんりくみあい,管理組合の自己紹介を見る,－,355.85 ㎡,所有権,255.79 ㎡ ／ 1328.3 ㎡,住宅：１７ 戸 ／ 非住宅：－,住宅： 1026.31 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階,2001年2月3日,なし,あり,１基,機械式：１０台,自転車：５０台／バイク：３台,FTTH方式、VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,－,－,株式会社第一プロパレス,株式会社ダックス建築事務所,株式会社ダックス建築事務所,株式会社麦島建設
400,27,大阪府,大阪府豊中市東泉丘一丁目6番地,メゾンドール千里泉ヶ丘団地,メゾンドール千里泉ヶ丘団地管理組合 めぞんどーるせんりいずみがおかだんちかんりくみあい,管理組合の自己紹介を見る,－,3941.48 ㎡,所有権,1461.63 ㎡ ／ 7417.61 ㎡,３棟 住宅：９１ 戸 ／ 非住宅：０ 区画,,,,あり,あり,,平置式：３０台,自転車：１０６台／バイク：３０台,VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,－,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,棟別建築概要を見る,,,
401,27,大阪府,大阪府大阪市住之江区南港北1丁目31番17,リバーガーデンコスモスクエア,りばーがーでんこすもすくえあかんりくみあい リバーガーデンコスモスクエア管理組合,10月,－,4540.96 ㎡,所有権,1816.15 ㎡ ／ 26705.62 ㎡,住宅：２７３ 戸 ／ 非住宅：３ 区画,住宅： 21763.4 ㎡ ／ 非住宅： 674.39 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上２０階 、地下１階,2006年9月30日,あり,あり,３基,平置式：9台、機械式：202台,自転車：５５１台／バイク：３１台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,あり,あり,リバー産業株式会社,意匠：株式会社日企設計、株式会社ビーキャスト,株式会社日企設計,西松建設株式会社,
402,27,大阪府,大阪府大阪市西淀川区出来島3-2-76,リバーガーデン出来島,りばーがーでんできじまかんりくみあい リバーガーデン出来島管理組合,8月,－,5515.9 ㎡,所有権,2856.26 ㎡ ／ 14043.35 ㎡,住宅：１４１ 戸 ／ 非住宅：１ 区画,住宅： 10487.86 ㎡ ／ 非住宅： 70 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１４階,2006年7月15日,あり,あり,２基,立体自走式：145台,自転車：２９２台／バイク：３４台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,あり,あり,リバー産業株式会社,意匠：G＆A建築設計・前田建設工業設計共同体、株式会社ビーキャスト 構造：G＆A建築設計・前田建設工業設計共同体,G＆A建築設計・前田建設工業設計共同体,前田建設工業株式会社,
403,27,大阪府,大阪府大阪市天王寺区生玉寺町7-61,ルモン・夕陽丘学園坂,ルモン・夕陽丘学園坂管理組合 るもんゆうひがおかがくえんざかかんりくみあい,管理組合の自己紹介を見る,－,831.38 ㎡,所有権,459.52 ㎡ ／ 6348.84 ㎡,住宅：５６ 戸 ／ 非住宅：－,住宅： 4686.78 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１５階 、地下２階,2003年11月5日,あり,あり,１基,機械式：３６台,自転車：１１５台／バイク：２台,VDSL方式、構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,－,－,富士地所株式会社,前田建設工業株式会社,前田建設工業株式会社,前田建設工業株式会社
404,27,大阪府,大阪府堺市北区新金岡町2丁5-3,レ・ジェイド新金岡パークフィールズ,レ・ジェイド新金岡パークフィールズ管理組合 れ・じぇいどしんかなおかぱーくふぃーるずかんりくみあい,－,－,7878.47 ㎡,所有権,2736.37 ㎡ ／ 17710.09 ㎡,住宅：２０４ 戸 ／ 非住宅：－,住宅： 15378.69 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１１階,2019年8月16日,あり,あり,３基,平置式：７２台、機械式：９２台,自転車：４０８台／バイク：２６台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,あり,あり,－,株式会社日本エスコン,株式会社長谷工コーポレーション 大阪エンジニア事業部,株式会社長谷工コーポレーション 大阪エンジニア事業部,株式会社長谷工コーポレーション
405,27,大阪府,大阪府豊中市東豊中町2-13,レオ東豊中,レオ東豊中団地管理組合法人 れおひがしとよなかだんちかんりくみあいほうじん,管理組合の自己紹介を見る,－,3066 ㎡,所有権,1351.18 ㎡ ／ 6563.49 ㎡,３棟 住宅：５６ 戸 ／ 非住宅：－,,,,あり,あり,,平置式：４１台,自転車：４２台／バイク：９台,VDSL方式,CATV,なし,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,棟別建築概要を見る,,,
406,27,大阪府,大阪府大東市氷野3-11-50,レスタージュ住道,レスタージュ住道管理組合 れすたーじゅすみのどうかんりくみあい,管理組合の自己紹介を見る,－,15870.91 ㎡,所有権,5938.96 ㎡ ／ 34494.12 ㎡,住宅：３５４ 戸 ／ 非住宅：０ 区画,住宅： 26098.75 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１５階,2003年1月7日,あり,あり,４基,平置式：７１台、立体自走式：２８３台,自転車：７６３台／バイク：１３３台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ニチメン株式会社,株式会社長谷工コーポレーション,－,株式会社長谷工コーポレーション
